datetime,open,high,low,close,volume
2025-08-28 14:00:00+05:30,53932.9,54047.65,53927.05,54015.75,0
2025-08-28 14:15:00+05:30,54010.8,54036.8,53932.4,53967.0,0
2025-08-28 14:30:00+05:30,53964.5,53970.1,53858.3,53904.75,0
2025-08-28 14:45:00+05:30,53909.25,53910.25,53800.35,53866.15,0
2025-08-28 15:00:00+05:30,53868.55,53874.9,53768.45,53827.45,0
2025-08-28 15:15:00+05:30,53820.7,53956.8,53805.45,53894.25,0
2025-08-29 09:15:00+05:30,53660.35,53992.15,53660.35,53913.15,0
2025-08-29 09:30:00+05:30,53913.95,54006.95,53845.6,53962.4,0
2025-08-29 09:45:00+05:30,53957.05,53972.95,53904.4,53924.8,0
2025-08-29 10:00:00+05:30,53924.65,53930.8,53868.35,53887.35,0
2025-08-29 10:15:00+05:30,53887.7,54033.3,53868.25,54004.1,0
2025-08-29 10:30:00+05:30,54005.7,54086.0,54003.7,54071.3,0
2025-08-29 10:45:00+05:30,54071.05,54073.4,53967.65,53969.65,0
2025-08-29 11:00:00+05:30,53970.95,54032.75,53952.35,53986.15,0
2025-08-29 11:15:00+05:30,53985.65,54014.7,53950.35,54013.5,0
2025-08-29 11:30:00+05:30,54014.0,54025.05,53978.4,54009.9,0
2025-08-29 11:45:00+05:30,54006.25,54039.55,53953.5,53968.05,0
2025-08-29 12:00:00+05:30,53953.7,54002.0,53922.8,53991.65,0
2025-08-29 12:15:00+05:30,53990.05,53991.7,53915.95,53928.75,0
2025-08-29 12:30:00+05:30,53928.55,53952.45,53904.1,53916.85,0
2025-08-29 12:45:00+05:30,53916.1,53942.2,53854.65,53875.25,0
2025-08-29 13:00:00+05:30,53877.35,53881.8,53805.65,53808.45,0
2025-08-29 13:15:00+05:30,53807.8,53871.85,53803.45,53848.7,0
2025-08-29 13:30:00+05:30,53858.1,53858.1,53810.1,53820.1,0
2025-08-29 13:45:00+05:30,53821.25,53842.5,53739.25,53746.75,0
2025-08-29 14:00:00+05:30,53745.65,53803.75,53724.1,53794.5,0
2025-08-29 14:15:00+05:30,53794.45,53839.9,53758.6,53765.4,0
2025-08-29 14:30:00+05:30,53769.0,53781.9,53690.5,53699.95,0
2025-08-29 14:45:00+05:30,53700.35,53750.1,53683.6,53740.2,0
2025-08-29 15:00:00+05:30,53740.75,53745.4,53606.9,53609.25,0
2025-08-29 15:15:00+05:30,53613.25,53748.35,53606.45,53692.85,0
